# Program:featureCounts v1.5.2; Command:"/data/biohub/local/subread-1.5.2-Linux-x86_64/bin/featureCounts" "-Q" "10" "-s" "2" "-T" "16" "-p" "-a" "/data/biohub/Refs/zebrafish/Danio_rerio.GRCz10.88.gtf" "-o" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/featureCounts/rRNA_genes.out" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/10_Ps2Ex3M1_WT_6month_07_07_2016_F3_86_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/2_Ps2Ex3M1_Heter_6month_07_07_2016_F3_81_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/7_Ps2Ex3M1_Hom_6month_07_07_2016_F3_83_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/1_Ps2Ex3M1_Heter_6month_07_07_2016_F3_80_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/8_Ps2Ex3M1_Hom_6month_07_07_2016_F3_85_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/3_Ps2Ex3M1_Heter_6month_07_07_2016_F3_84_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/4_Ps2Ex3M1_Heter_6month_07_07_2016_F3_89_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/6_Ps2Ex3M1_Hom_6month_07_07_2016_F3_82_Fem_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam
ENSDARG00000025601	4;4;4;4;4;4	1612198;1612719;1614169;1614543;1614645;1616155	1612636;1612814;1614390;1614565;1614760;1616985	+;+;+;+;+;+	1727	2	0	0	0
ENSDARG00000063672	4;4;4;4;4;4;4;4;4;4;4;4	1619906;1622512;1623335;1624333;1625312;1628078;1628706;1628984;1630391;1634449;1638280;1639928	1622013;1622683;1623433;1624450;1625424;1628269;1628851;1629172;1630553;1634500;1638321;1640099	-;-;-;-;-;-;-;-;-;-;-;-	3566	458	586	555	597
ENSDARG00000018149	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	1667403;1680974;1680974;1680974;1680974;1680974;1689193;1689193;1689193;1689193;1689193;1689196;1689515;1689515;1689515;1689515;1689515;1690143;1690143;1690143;1690143;1690143;1694438;1694438;1695189;1695189;1696214;1696214;1696285;1697272;1697272;1697331;1697435;1697435;1697435;1697901;1697901;1697901;1698108;1699407;1699407;1699407;1699407;1701281;1701281;1701281;1701281;1701591;1701591;1701591;1701591;1712586;1712817;1713914;1716826;1716826;1716826	1667479;1681030;1681030;1681030;1681030;1681030;1689340;1689340;1689340;1689340;1689340;1689350;1689608;1689608;1689608;1689608;1689608;1690258;1690254;1690258;1690487;1690258;1694511;1694511;1695281;1695281;1696295;1696295;1696304;1697358;1697354;1697354;1697493;1697493;1697493;1698155;1698155;1698155;1698155;1699486;1699486;1699486;1699486;1701381;1701381;1701381;1701381;1701715;1701715;1701715;1701715;1712730;1712914;1717259;1717253;1717253;1717253	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5285	262	287	314	170
ENSDARG00000095920	4;4;4	1727576;1728543;1743358	1727654;1728626;1743814	+;+;+	620	8	16	3	8
ENSDARG00000045886	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	1750721;1752281;1752484;1752652;1756200;1756353;1756353;1756558;1756558;1758126;1758126;1759413;1759413;1759592;1759592;1760196;1760196;1761386;1761386;1763682;1764239;1764304;1765194;1765194;1765379	1751012;1752403;1752568;1752767;1756273;1756445;1756445;1756633;1756633;1758208;1758208;1759471;1759471;1759735;1759735;1760275;1760275;1761900;1761486;1763806;1764383;1764383;1765616;1765291;1768584	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5401	3135	3824	4330	3459
ENSDARG00000045885	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	1770241;1770271;1770789;1770789;1774113;1774113;1775642;1775642;1775999;1775999;1776161;1776161;1778428;1778431;1778549;1778549;1778717;1778717;1780732;1780732;1781524;1781524;1783008;1784429;1784429;1785173;1785176;1788548;1788548;1790360;1790360	1770438;1770438;1770849;1770849;1774258;1774258;1775719;1775719;1776081;1776081;1776231;1776231;1778465;1778465;1778631;1778631;1778824;1778824;1780805;1780805;1782482;1784034;1784034;1784760;1784760;1785361;1785361;1788667;1788667;1791043;1791066	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4799	645	712	435	583
ENSDARG00000007413	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	1797785;1798737;1802854;1802854;1805342;1805342;1805551;1805551;1806632;1806641;1806650;1807030;1807030;1808193;1808193;1810433;1810433;1810728;1810728;1810943;1810943;1811354;1811354;1812383;1812383;1813435;1813435;1817707;1817707;1819581;1819581;1821417;1821417;1821577;1821577;1824726;1824726;1833713;1833713;1834425;1834425;1834623;1834623	1799332;1799332;1802945;1802945;1805471;1805471;1805616;1805633;1806636;1806788;1806788;1807169;1807172;1810303;1810303;1810632;1810632;1810862;1810862;1811018;1811018;1811518;1811518;1812592;1812592;1813531;1813531;1817957;1817957;1819650;1819650;1821484;1821484;1821795;1821795;1824859;1824859;1833810;1833810;1834518;1834518;1835034;1835022	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6489	1595	1455	1121	1473
ENSDARG00000097341	4	1835708	1836032	+	325	45	46	67	69
ENSDARG00000045880	4;4;4;4;4;4;4;4;4	1839999;1843559;1844034;1844820;1847008;1847235;1851330;1853576;1871196	1841499;1843666;1844169;1844883;1847146;1847344;1851507;1853631;1871335	-;-;-;-;-;-;-;-;-	2432	250	219	144	165
ENSDARG00000009657	4;4;4;4;4;4;4;4	1873586;1873590;1875817;1875817;1877175;1877365;1879287;1880663	1873614;1873614;1876481;1875953;1877292;1877507;1879400;1881607	+;+;+;+;+;+;+;+	2014	342	458	305	409
ENSDARG00000093658	4;4;4;4;4;4;4;4;4;4;4;4	1883512;1886904;1887183;1887625;1889600;1891962;1894498;1896839;1898505;1899044;1901469;1907919	1885730;1887066;1887280;1887777;1889680;1892048;1894675;1897010;1898625;1899194;1901623;1908147	-;-;-;-;-;-;-;-;-;-;-;-	3807	85	148	111	134
ENSDARG00000026839	4;4;4;4	1908149;1908874;1909075;1909748	1908260;1908988;1909175;1910242	+;+;+;+	823	81	108	76	95
ENSDARG00000016979	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	1911716;1913016;1914730;1914738;1914895;1914895;1915358;1915358;1916009;1916009;1916188;1916190;1917474;1917474;1917474;1918856;1918856;1919262;1919262;1919460;1919460;1920890;1921753	1911821;1913132;1914816;1914816;1915024;1915024;1915556;1915556;1916296;1916088;1916296;1916296;1917617;1917566;1917617;1919016;1919016;1919347;1919347;1919691;1919548;1920965;1921995	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1869	216	234	233	332
ENSDARG00000070477	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	1921687;1921753;1923846;1923846;1924136;1924136;1924324;1924324;1924516;1924516;1926968;1926968;1929603;1929968;1930441;1931223;1931912;1932087;1932239;1933071;1933670;1934018;1935753	1921995;1921995;1924006;1924006;1924246;1924246;1924424;1924424;1924697;1924697;1927039;1927037;1929691;1930117;1930562;1931314;1931977;1932167;1932380;1933169;1933745;1934208;1935987	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2279	340	300	244	287
ENSDARG00000045878	4;4;4;4;4;4	1939435;1942265;1942461;1943483;1951886;1951888	1940750;1942352;1942505;1943593;1952306;1952206	-;-;-;-;-;-	1981	627	710	639	692
ENSDARG00000045877	4;4;4;4	1960249;1964431;1967386;1968868	1961013;1964571;1967632;1969002	-;-;-;-	1288	502	592	609	740
ENSDARG00000079391	4;4;4;4;4	1972324;1972620;1972885;1975168;1975408	1972521;1972783;1972969;1975228;1975523	-;-;-;-;-	624	68	96	80	86
ENSDARG00000015921	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	1977699;1978269;1978518;1981781;1981942;1982169;1982391;1982425;1982857;1982857;1984760;1984760;1985440;1985440;1986409;1986409;1986600;1986600;1988177;1988177;1989559;1989559;1989711;1989711	1978195;1978374;1978639;1981871;1982053;1982230;1982487;1982487;1982921;1982921;1984890;1984890;1985550;1985550;1986505;1986505;1986685;1986685;1988385;1988361;1989617;1989617;1989851;1989879	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2014	190	217	167	247
ENSDARG00000099520	4;4	1995023;1995470	1995067;1995843	+;+	419	4	13	8	5
ENSDARG00000061544	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2027790;2029260;2031790;2031790;2033807;2033807;2035892;2035892;2036168;2036168;2036675;2036675;2038177;2038177;2039782;2039782;2043379;2043379;2043563;2043563;2045490;2045490;2046887;2046887;2049728;2049728;2051988;2051988;2053994;2053994;2055614;2055614;2056657;2056657;2058735;2058735;2059642;2064840	2031067;2031067;2031895;2031895;2034018;2034018;2036097;2036097;2036298;2036298;2036772;2036772;2038346;2038346;2040013;2040013;2043456;2043456;2043708;2043708;2045550;2045550;2046992;2046992;2049862;2049862;2052103;2052103;2054107;2054107;2055898;2055898;2056725;2056725;2058866;2058866;2059700;2065079	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5974	105	152	166	129
ENSDARG00000020812	4;4;4;4;4;4;4;4;4;4;4;4;4	2071698;2071810;2072955;2074949;2078950;2079306;2079319;2079651;2079651;2080090;2080090;2080488;2080653	2071729;2071876;2073042;2075236;2079204;2079566;2079566;2079962;2079962;2080473;2080455;2080509;2080711	-;-;-;-;-;-;-;-;-;-;-;-;-	1768	2	3	0	9
ENSDARG00000094007	4;4;4;4;4;4;4;4;4;4	2088209;2088607;2089005;2089242;2091691;2091691;2092787;2092787;2094096;2094242	2088454;2088712;2089358;2089358;2091978;2091978;2092842;2092874;2094162;2094273	+;+;+;+;+;+;+;+;+;+	1181	1	1	0	1
ENSDARG00000093685	4;4;4;4;4;4;4	2100697;2100733;2101467;2101536;2101863;2103123;2103344	2100718;2101101;2101778;2101778;2102183;2103304;2103409	+;+;+;+;+;+;+	1272	0	0	0	0
ENSDARG00000059196	4;4;4;4;4;4;4;4;4;4;4	2108927;2110333;2117096;2117792;2118369;2118443;2123148;2123148;2124840;2124840;2125516	2109169;2110707;2117569;2118157;2118673;2118668;2123435;2123435;2124927;2124895;2125581	+;+;+;+;+;+;+;+;+;+;+	2205	1	1	7	0
ENSDARG00000009262	4;4;4;4;4;4;4;4;4;4;4;4	2139147;2142364;2142825;2144174;2144896;2145194;2145778;2146997;2148138;2149990;2164867;2187266	2140338;2142491;2142954;2144345;2144963;2145312;2145822;2147174;2148317;2150165;2165093;2187307	-;-;-;-;-;-;-;-;-;-;-;-	2657	427	480	405	426
ENSDARG00000018618	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2195819;2195819;2195819;2196093;2201875;2202572;2202572;2202572;2202572;2202572;2203095;2203095;2203250;2203250;2203250;2203250;2203477;2203477;2205566;2205566;2206648;2206648;2207206;2207245;2207507;2207507;2207895;2207895;2209861;2209861	2196265;2196265;2196265;2196265;2202378;2202773;2203195;2202773;2202773;2202773;2203133;2203133;2203404;2203403;2203403;2203374;2203592;2203592;2206049;2206049;2206821;2206821;2207390;2207390;2207610;2207610;2208104;2208104;2209989;2209983	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3132	1694	1963	1531	1906
ENSDARG00000045874	4;4;4;4;4;4;4	2210379;2210705;2210920;2211081;2211704;2211872;2212744	2210605;2210824;2210986;2211175;2211793;2211959;2213122	+;+;+;+;+;+;+	1066	135	187	165	197
ENSDARG00000057468	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2211211;2211645;2297978;2297982;2302066;2308548;2308548;2311549;2311549;2311549;2311549;2311549;2311549;2311549;2311549;2312586;2313274;2313290;2313301;2313301;2313301;2313301;2313301;2313301;2319436;2346931;2346931;2346931;2346931	2211780;2211811;2298132;2298132;2302519;2308660;2308660;2311719;2311719;2311719;2311719;2311719;2311719;2311719;2311719;2312601;2314231;2314231;2314231;2313375;2314231;2314231;2314231;2313411;2319492;2347485;2347615;2347485;2347876	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3471	354	309	270	321
ENSDARG00000045873	4;4;4;4;4;4;4;4;4;4;4;4;4;4	2215469;2242910;2243370;2243380;2243898;2243898;2245223;2245223;2246864;2246864;2248761;2248761;2249453;2249453	2215810;2243004;2243471;2243471;2244084;2244084;2245360;2245360;2247024;2247024;2248898;2248898;2250418;2250268	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2129	99	95	101	85
ENSDARG00000079143	4;4;4;4;4;4	2361004;2364647;2366319;2367225;2368512;2370168	2361280;2364756;2366409;2367297;2368747;2370392	-;-;-;-;-;-	1012	404	513	259	385
ENSDARG00000057714	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2379441;2381388;2381389;2384611;2384611;2386765;2386765;2389782;2389782;2392180;2392180;2392508;2392508;2392651;2392651;2394627;2394627;2394935;2394935;2395153;2395153;2396597;2396597;2398275;2398275;2398486;2398486;2400485;2400485	2379469;2381608;2381608;2384702;2384702;2386877;2386877;2389972;2389972;2392260;2392260;2392574;2392574;2392732;2392732;2394764;2394764;2395070;2395070;2395296;2395296;2396771;2396771;2398391;2398391;2398601;2398601;2400950;2400951	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2169	7	13	2	6
ENSDARG00000045224	4;4;4;4;4;4;4;4;4;4;4;4;4	2402353;2402810;2402851;2404403;2404421;2406617;2406617;2408007;2408007;2408171;2408171;2409337;2409337	2402376;2403000;2403033;2404657;2404657;2406735;2406735;2408095;2408095;2408197;2408197;2409483;2409488	+;+;+;+;+;+;+;+;+;+;+;+;+	890	1	8	4	4
ENSDARG00000011246	4;4;4;4;4;4;4;4;4;4	2409622;2410531;2410704;2411187;2411442;2411851;2412051;2413267;2413705;2415845	2409853;2410627;2410781;2411357;2411498;2411934;2412176;2413401;2413877;2415958	-;-;-;-;-;-;-;-;-;-	1267	107	131	110	117
ENSDARG00000053709	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2418535;2418535;2420463;2420463;2420502;2422162;2422162;2422162;2425112;2425112;2425112;2425294;2425312;2425312;2425538;2425538;2426627;2426662;2426662;2428750;2428750;2428750;2429872;2431650;2431650;2431650;2431787;2431787;2440881	2418702;2418702;2420664;2420664;2420664;2422295;2422295;2422295;2425239;2425239;2425239;2425430;2425430;2425430;2425566;2425566;2426767;2426767;2426767;2428922;2428922;2428954;2429896;2432142;2431768;2431768;2431937;2431937;2440955	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1737	0	1	2	2
ENSDARG00000039724	4;4;4;4;4;4;4;4;4;4;4;4;4;4	2468942;2469052;2471934;2472551;2472735;2474657;2475551;2475990;2476863;2478186;2481657;2481851;2482185;2497589	2468953;2469149;2472030;2472649;2472819;2474841;2475776;2476166;2476915;2478389;2481758;2481931;2482255;2497733	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1635	681	776	663	768
ENSDARG00000070441	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2551935;2551935;2560403;2560403;2562893;2562893;2563110;2563110;2563749;2563749;2564309;2564309;2566819;2566819;2567319;2567319;2568244;2568244;2569467;2569467;2572903;2573150;2573193;2573650;2573650;2573854;2573854;2575048;2575052;2576373;2576373;2576616;2576616;2578036;2578036	2552028;2552028;2560500;2560500;2563015;2563015;2563187;2563187;2563893;2563893;2564373;2564373;2566981;2566981;2567444;2567444;2568386;2568386;2569593;2569567;2572919;2573274;2573274;2573712;2573712;2573951;2573947;2575131;2575131;2576530;2576530;2576710;2576710;2578466;2578466	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2233	615	707	752	847
ENSDARG00000011961	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2581518;2582991;2582993;2583578;2583838;2584266;2584449;2585073;2585073;2585073;2586250;2586250;2586250;2588036;2588036;2588036;2593503;2593503;2593503;2595743;2595743;2595743	2582081;2584546;2583483;2583787;2584184;2584546;2584546;2585166;2585166;2585166;2586379;2586379;2586379;2588204;2588204;2588204;2593619;2593619;2593619;2595823;2595823;2595805	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2711	74	103	130	126
ENSDARG00000008986	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2600730;2602361;2604080;2604673;2606534;2606701;2606935;2608498;2611331;2611386;2612747;2612747;2613900;2613900;2614281;2615057;2615057	2602073;2602659;2604251;2604928;2606603;2606853;2607072;2608656;2611552;2611552;2612897;2612897;2614199;2614199;2614382;2615199;2615234	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3544	18	17	14	17
ENSDARG00000008235	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2618672;2620334;2620715;2624821;2626238;2629370;2632220;2633010;2640037;2641465;2643431;2648833;2656926;2657854;2658055;2677780;2699665;2700471;2704289;2704289;2705160;2705160;2705840;2705840;2707198;2707198;2707533;2707533	2619359;2620413;2620841;2624897;2626475;2629473;2632282;2633120;2640136;2641626;2643632;2648914;2657003;2657966;2658214;2677910;2700591;2700591;2704358;2704358;2705214;2705214;2705897;2705897;2707337;2707337;2707599;2707599	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3833	108	162	152	180
ENSDARG00000004592	4;4;4;4;4	2689021;2690252;2690253;2691398;2691398	2689299;2691149;2691149;2693376;2693320	+;+;+;+;+	3156	541	554	738	576
ENSDARG00000006567	4;4;4;4;4;4	2707836;2708227;2709162;2709729;2710080;2712124	2708134;2708348;2709279;2709851;2710306;2712424	+;+;+;+;+;+	1190	34	35	45	62
ENSDARG00000016231	4;4;4;4;4;4;4;4;4;4	2725247;2727826;2728009;2730240;2731044;2732556;2732598;2733144;2733144;2735502	2725367;2727927;2728109;2730387;2731179;2732664;2732664;2733516;2733244;2736199	+;+;+;+;+;+;+;+;+;+	1788	439	500	273	384
ENSDARG00000016749	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2744787;2744818;2744995;2755476;2755476;2755476;2755687;2755687;2755687;2755900;2758531;2758531;2759570;2759570;2762354;2762354;2763941;2763941;2765038;2765038;2768429;2768429;2769862;2769862;2771186;2771186;2771981;2771981;2775581;2775581;2775592;2788877;2788877;2788877;2797115;2797115;2797123	2745248;2745253;2745253;2755593;2755593;2755593;2755751;2755751;2755751;2755979;2758700;2758700;2759735;2759735;2762549;2762549;2764105;2764105;2765283;2765283;2768527;2768527;2770008;2770008;2771292;2771292;2772113;2772113;2775722;2775722;2775722;2789031;2789031;2789031;2797399;2797462;2797380	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2804	255	390	347	380
ENSDARG00000004227	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2822543;2822741;2823214;2823214;2828925;2828925;2831793;2831793;2832501;2832501;2833837;2833837;2835363;2835363;2837285;2837285;2839101;2839101;2839445;2839445;2843871;2843871;2844658;2844658;2848830;2848830;2857654;2857654;2859458;2877209;2877209;2936589;2936589	2823120;2823120;2823478;2823478;2829086;2829086;2831996;2831996;2832700;2832700;2833938;2833938;2835474;2835474;2837422;2837422;2839237;2839237;2839518;2839518;2844090;2844090;2844782;2844782;2848987;2848987;2857917;2857917;2859475;2877259;2877259;2938001;2937964	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4221	536	570	407	606
ENSDARG00000006038	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	2993088;2996718;2998788;2998788;3002407;3002407;3004295;3004295;3004500;3004500;3006262;3006262;3006542;3006542;3014666;3014666	2993248;2998030;2998901;2998901;3002474;3002474;3004419;3004419;3004686;3004686;3006369;3006369;3006749;3006749;3015195;3015195	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2814	377	373	347	451
ENSDARG00000045870	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	3017952;3021644;3023002;3024103;3024160;3025631;3025631;3026265;3026265;3026919;3026919;3026926;3028388;3028388;3028388;3031500;3031500;3032422;3032422;3032422;3032896;3032896;3032896;3032944;3033559;3033559;3033559;3033559;3034476;3034476;3034476;3034476;3034951;3034951;3034951;3035756;3035756;3035756;3040720;3042626;3042626;3045306;3045306;3049850;3049850;3051418;3051418;3058948;3058948;3062219;3062219;3066746;3066746;3072327;3072332;3072332;3072665;3072665;3072665;3075166;3075166;3075166;3090402;3090402;3090402;3093003;3133847;3214420;3214949;3215137	3018735;3021768;3023138;3024293;3024293;3025792;3025792;3026468;3026468;3027034;3027034;3027034;3028511;3028511;3028511;3031667;3031667;3032465;3032465;3032465;3033004;3033004;3033004;3033004;3033660;3033660;3033660;3033660;3034625;3034569;3034625;3034625;3035031;3035031;3035031;3035818;3035818;3035818;3040800;3042679;3042679;3045350;3045425;3049924;3049924;3051868;3051868;3059775;3059775;3062334;3062334;3066846;3066846;3072404;3072404;3072404;3072769;3072769;3072769;3075286;3075286;3075286;3090485;3090485;3090485;3093071;3133990;3214477;3215025;3215254	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5240	2584	2565	2037	2299
ENSDARG00000060248	4;4;4;4;4;4;4;4;4;4;4;4;4;4	3308063;3310718;3310945;3312384;3312894;3315008;3317433;3318762;3319166;3319975;3320160;3321864;3322094;3324078	3308644;3310810;3311090;3312540;3313032;3315066;3317579;3318934;3319196;3320058;3320285;3322013;3322234;3325117	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3068	71	89	70	121
ENSDARG00000017757	4;4;4;4;4;4;4;4;4;4;4	3329844;3333377;3334445;3334846;3335050;3335211;3335607;3335787;3336088;3336521;3340107	3331420;3333534;3334556;3334976;3335140;3335357;3335710;3336012;3336153;3338508;3340268	-;-;-;-;-;-;-;-;-;-;-	4762	239	338	175	238
ENSDARG00000030598	4;4;4;4;4;4;4;4;4;4;4	3345056;3354230;3355980;3358838;3365748;3366176;3368265;3369063;3369578;3370534;3371822	3345165;3354386;3356083;3358966;3365906;3366312;3368490;3369182;3369718;3370668;3372125	+;+;+;+;+;+;+;+;+;+;+	1722	1243	1367	1124	1429
ENSDARG00000077356	4;4;4;4;4;4;4	3376539;3381174;3381963;3383137;3383297;3384676;3384676	3377074;3381289;3382167;3383488;3383488;3384880;3385058	+;+;+;+;+;+;+	1592	37	100	56	54
ENSDARG00000097907	4;4;4	3382995;3384657;3391522	3383418;3384803;3391723	-;-;-	773	48	74	44	41
ENSDARG00000089860	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	3419757;3421455;3421819;3425183;3425187;3425362;3425362;3427057;3427057;3429151;3429151;3430912;3430912;3432945;3432945	3419965;3421638;3422246;3425269;3425269;3425606;3425606;3427246;3427246;3429272;3429272;3431407;3431407;3433431;3433160	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2448	387	433	303	403
ENSDARG00000097073	4;4	3432684;3442322	3433132;3442775	-;-	903	0	4	6	1
ENSDARG00000039843	4;4;4;4;4;4	3442338;3446612;3452627;3452835;3453390;3461028	3442469;3446714;3452722;3452978;3454584;3462052	+;+;+;+;+;+	2695	100	164	110	132
ENSDARG00000077654	4;4;4;4;4;4;4;4;4;4;4;4;4	3464722;3465516;3468726;3468985;3563261;3639304;3641565;3643934;3662098;3686465;3693919;3720967;3727430	3464857;3465647;3469467;3469495;3563477;3639439;3641719;3644071;3662298;3686604;3694854;3721213;3727719	+;+;+;+;+;+;+;+;+;+;+;+;+	3498	857	830	534	908
ENSDARG00000080242	4	3639132	3639224	+	93	0	0	0	0
